"HomeOff","Age","NoKids","Introv","Satisf","Prod"
0,31,1,0.346,4,40.173
0,42,4,0.164,5,58.633
0,55,1,0.455,6,34.358
0,44,0,0.457,3,17.108
0,37,6,0.151,3,78.796
1,25,0,0.317,5,26.877
1,30,0,0.329,5,26.453
0,55,0,0.416,6,36.661
0,31,1,0.593,3,19.867
1,40,1,0.493,5,34.371
0,48,1,0.204,6,27.279
0,54,1,0.377,5,30.388
0,42,1,0.422,6,43.034
1,61,0,0.595,6,34.943
1,53,1,0.211,6,38.367
1,38,0,0.278,7,38.079
1,28,0,0.543,5,32.699
0,43,3,0.266,6,61.684
0,42,1,0.415,4,33.398
0,25,0,0.2,4,34.44
0,42,0,0.345,5,21.835
1,48,0,0.372,6,31.719
0,26,0,0.583,3,10.088
0,47,3,0.24,5,55.573
0,38,2,0.529,4,41.268
0,26,0,0.427,4,32.073
1,55,1,0.446,8,50.06
0,45,2,0.324,5,45.155
1,44,0,0.679,5,28.555
1,61,0,0.116,7,34.107
0,26,0,0.149,3,25.683
0,31,1,0.486,4,19.201
1,42,0,0.269,6,30.787
0,39,1,0.324,4,31.887
0,56,0,0.145,6,15.34
0,36,1,0.265,5,28.218
0,34,2,0.293,4,48.028
0,59,1,0.531,7,37.283
1,36,1,0.381,6,38.142
0,44,4,0.419,3,40.563
0,30,0,0.367,4,26.255
0,29,0,0.217,5,19.151
0,53,3,0.451,5,51.861
0,51,1,0.428,5,26.202
0,62,2,0.215,5,35.924
0,35,0,0.4,5,26.099
1,63,1,0.434,9,46.841
0,37,3,0.37,5,59.213
0,63,3,0.678,6,54.574
0,32,1,0.368,4,28.885
0,49,2,0.299,4,32.623
0,55,2,0.198,6,45.833
0,39,3,0.244,4,52.496
1,51,0,0.397,7,43.5
1,39,0,0.162,6,26.354
1,45,0,0.254,6,32.721
1,40,0,0.548,5,26.186
1,51,0,0.456,8,47.672
0,48,0,0.32,6,27.659
1,36,1,0.615,5,21.339
1,62,0,0.669,7,28.302
0,28,0,0.288,4,24.317
0,25,0,0.384,2,24.841
1,32,0,0.586,5,27.765
0,28,0,0.123,4,23.714
1,28,0,0.757,5,27.114
0,55,2,0.227,5,35.659
0,60,4,0.225,6,75.569
0,54,2,0.398,6,38.342
1,52,1,0.159,6,36.337
0,56,1,0.742,6,46.775
0,40,2,0.516,4,35.486
1,49,0,0.291,6,38.424
0,31,0,0.469,4,24.37
0,34,1,0.592,5,32.724
1,41,0,0.688,7,41.48
0,35,3,0.17,4,45.788
0,44,2,0.712,5,52.677
0,38,1,0.213,5,15.083
0,27,0,0.159,5,29.586
1,25,0,0.833,5,24.368
1,62,0,0.656,8,29.831
0,35,3,0.254,5,57.299
0,61,1,0.416,7,38.164
0,25,0,0.366,4,26.615
0,31,0,0.222,4,26.026
1,60,1,0.595,6,37.59
1,58,0,0.928,7,33.121
1,39,1,0.285,3,29.617
0,34,2,0.203,4,35.018
1,37,1,0.403,8,44.282
1,31,1,0.358,5,41.823
0,35,2,0.421,4,44.749
1,37,0,0.208,7,26.996
1,52,1,0.359,5,35.673
0,37,1,0.23,4,30.999
0,37,1,0.314,4,29.401
0,25,0,0.349,3,16.655
0,42,2,0.289,6,49.005
0,32,2,0.411,3,50.632
1,41,0,0.26,6,35.017
0,52,3,0.649,4,42.907
0,51,3,0.545,5,61.965
0,33,2,0.459,2,35.376
1,29,0,0.817,4,21.066
0,35,0,0.177,5,19.377
1,36,2,0.574,7,53.799
1,49,0,0.291,8,33.913
0,58,3,0.535,6,59.916
0,38,1,0.244,3,25.735
0,46,2,0.383,4,30.35
0,51,0,0.589,5,17.486
1,43,0,0.558,8,43.799
0,36,0,0.439,4,14.196
1,56,0,0.413,6,16.626
1,37,0,0.215,5,21.449
1,55,1,0.531,7,38.73
0,40,0,0.109,4,24.163
1,44,0,0.505,5,18.813
1,59,1,0.8,7,47.909
1,55,0,0.814,7,24.356
0,51,2,0.157,6,58.341
0,49,3,0.298,5,54.583
1,37,1,0.257,5,36.935
0,37,2,0.194,7,53.089
1,31,1,0.547,6,44.257
0,53,0,0.17,5,13.325
0,34,2,0.473,4,49.869
